study_id,pmid,pmcid,doi,title,year,journal,url,fulltext_access_status,verification_status,setting_code,component_code,intervention_node_prelim,local_path,primary_reviewer,second_reviewer,arbitration_reviewer,screening_status,fulltext_final_decision,fulltext_exclusion_reason,consensus_status
FRAIL-055,32702879,PMC7373606,10.1097/MD.0000000000021187,Effects of concurrent aerobic and resistance exercise in frail and pre-frail older adults: A randomized trial of supervised versus home-based programs.,2020,Medicine,https://pubmed.ncbi.nlm.nih.gov/32702879/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,resistance;aerobic_walking;digital_home,exercise_only,data\raw\pmc_fulltext\PMC7373606.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-056,32545408,PMC7353446,10.3390/nu12061755,Nutrition and Sarcopenia-What Do We Know?,2020,Nutrients,https://pubmed.ncbi.nlm.nih.gov/32545408/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,resistance;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC7353446.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-057,32466446,PMC7312630,10.3390/ijerph17113760,Multicomponent Exercise Program Reduces Frailty and Inflammatory Biomarkers and Improves Physical Performance in Community-Dwelling Older Adults: A Randomized Controlled Trial.,2020,International journal of environmental research and public health,https://pubmed.ncbi.nlm.nih.gov/32466446/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,resistance;balance;aerobic_walking;multicomponent_exercise;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC7312630.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-058,32375700,PMC7203790,10.1186/s12877-020-01572-1,Sensor-based characterization of daily walking: a new paradigm in pre-frailty/frailty assessment.,2020,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/32375700/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,aerobic_walking,exercise_only,data\raw\pmc_fulltext\PMC7203790.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-059,32375239,PMC7345634,10.3390/geriatrics5020029,"A Novel Exercise for Enhancing Visuospatial Ability in Older Adults with Frailty: Development, Feasibility, and Effectiveness.",2020,"Geriatrics (Basel, Switzerland)",https://pubmed.ncbi.nlm.nih.gov/32375239/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,resistance,exercise_only,data\raw\pmc_fulltext\PMC7345634.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-060,32259186,PMC12275761,10.14283/jfa.2020.13,"Multi-Component Exercise with High-Intensity, Free-Weight, Functional Resistance Training in Pre-Frail Females: A Quasi-Experimental, Pilot Study.",2020,The Journal of frailty & aging,https://pubmed.ncbi.nlm.nih.gov/32259186/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;balance;aerobic_walking;multicomponent_exercise;digital_home,multicomponent_exercise,data\raw\pmc_fulltext\PMC12275761.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-061,32134208,PMC7296266,10.1002/jcsm.12534,"Efficacy of multidomain interventions to improve physical frailty, depression and cognition: data from cluster-randomized controlled trials.",2020,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/32134208/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;nutrition;digital_home;multidomain,multidomain_exercise_nutrition,data\raw\pmc_fulltext\PMC7296266.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-062,31997543,PMC7015250,10.1002/jcsm.12504,Comprehensive geriatric intervention in community-dwelling older adults: a cluster-randomized controlled trial.,2020,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/31997543/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,resistance;aerobic_walking;nutrition;digital_home;multidomain,multidomain_exercise_nutrition,data\raw\pmc_fulltext\PMC7015250.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-063,31791364,PMC6889427,10.1186/s12966-019-0855-9,Individualized home-based exercise and nutrition interventions improve frailty in older adults: a randomized controlled trial.,2019,The international journal of behavioral nutrition and physical activity,https://pubmed.ncbi.nlm.nih.gov/31791364/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,nutrition;digital_home,nutrition_only,data\raw\pmc_fulltext\PMC6889427.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-064,31466229,PMC6747215,10.3390/ijerph16173125,Effectiveness of a Combined Intervention on Psychological and Physical Capacities of Frail Older Adults: A Cluster Randomized Controlled Trial.,2019,International journal of environmental research and public health,https://pubmed.ncbi.nlm.nih.gov/31466229/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,balance,exercise_only,data\raw\pmc_fulltext\PMC6747215.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-065,31367733,PMC12280510,10.1007/s12603-019-1216-8,"Positive Effects of ""Textured Lunches"" Gatherings and Oral Exercises Combined with Physical Exercises on Oral and Physical Function in Older Individuals: A Cluster Randomized Controlled Trial.",2019,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/31367733/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,nutrition;digital_home,nutrition_only,data\raw\pmc_fulltext\PMC12280510.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-066,31360662,PMC6581490,,"An Interregional, Transdisciplinary and Good Practice-Based Approach for Frailty: the Mind&Gait Project.",2019,Translational medicine @ UniSa,https://pubmed.ncbi.nlm.nih.gov/31360662/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,digital_home,digital_home_unclear_intervention,data\raw\pmc_fulltext\PMC6581490.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-067,31249332,PMC6597702,10.1038/s41598-019-45767-y,Effects of Kinect-based exergaming on frailty status and physical performance in prefrail and frail elderly: A randomized controlled trial.,2019,Scientific reports,https://pubmed.ncbi.nlm.nih.gov/31249332/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;balance;aerobic_walking;multicomponent_exercise,multicomponent_exercise,data\raw\pmc_fulltext\PMC6597702.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-068,31133863,PMC6524700,10.3389/fphys.2019.00445,Exercise and Dietary-Protein as a Countermeasure to Skeletal Muscle Weakness: Liverpool Hope University - Sarcopenia Aging Trial (LHU-SAT).,2019,Frontiers in physiology,https://pubmed.ncbi.nlm.nih.gov/31133863/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;aerobic_walking;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC6524700.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-069,31016897,PMC6711410,10.1002/jcsm.12432,Effectiveness of a multimodal intervention in functionally impaired older people with type 2 diabetes mellitus.,2019,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/31016897/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,resistance;nutrition,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC6711410.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-070,32300691,PMC7155349,10.22540/JFSF-03-026,Breaking sedentary behaviour has the potential to increase/ maintain function in frail older adults.,2018,"Journal of frailty, sarcopenia and falls",https://pubmed.ncbi.nlm.nih.gov/32300691/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,balance,exercise_only,data\raw\pmc_fulltext\PMC7155349.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-071,30498835,PMC6444357,10.1007/s12603-018-1127-0,Quality of Life and Mental Health in Older Adults with Obesity and Frailty: Associations with a Weight Loss Intervention.,2018,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/30498835/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,nutrition,nutrition_only,data\raw\pmc_fulltext\PMC6444357.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-072,30138718,PMC6251709,10.1016/j.cct.2018.08.004,Rationale and design of the Study To Understand Fall Reduction and Vitamin D in You (STURDY): A randomized clinical trial of Vitamin D supplement doses for the prevention of falls in older adults.,2018,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/30138718/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,balance;nutrition,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC6251709.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-073,29988285,PMC6008824,10.1155/2018/8916274,"Effects of Strength Training on Muscle Properties, Physical Function, and Physical Activity among Frail Older People: A Pilot Study.",2018,Journal of aging research,https://pubmed.ncbi.nlm.nih.gov/29988285/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,resistance;aerobic_walking;digital_home,exercise_only,data\raw\pmc_fulltext\PMC6008824.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-074,29783928,PMC5963011,10.1186/s12872-018-0839-8,Physical activity intervention for elderly patients with reduced physical performance after acute coronary syndrome (HULK study): rationale and design of a randomized clinical trial.,2018,BMC cardiovascular disorders,https://pubmed.ncbi.nlm.nih.gov/29783928/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,digital_home,digital_home_unclear_intervention,data\raw\pmc_fulltext\PMC5963011.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-075,29346524,PMC6248206,10.1093/gerona/glx259,"Effects of a Primary Care-Based Multifactorial Intervention on Physical and Cognitive Function in Frail, Elderly Individuals: A Randomized Controlled Trial.",2018,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/29346524/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,primary_care,resistance;nutrition,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC6248206.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-076,29310138,PMC5898617,10.7326/M16-2011,Effect of Physical Activity on Frailty: Secondary Analysis of a Randomized Controlled Trial.,2018,Annals of internal medicine,https://pubmed.ncbi.nlm.nih.gov/29310138/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;aerobic_walking,exercise_only,data\raw\pmc_fulltext\PMC5898617.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-077,28972245,PMC12877681,10.1007/s12603-016-0867-y,Multi-Domains Lifestyle Interventions Reduces Depressive Symptoms among Frail and Pre-Frail Older Persons: Randomized Controlled Trial.,2017,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/28972245/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,nutrition;multidomain,multidomain,data\raw\pmc_fulltext\PMC12877681.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-078,28951766,PMC5603129,10.1155/2017/4807046,"Effect of Weight Loss, Exercise, or Both on Undercarboxylated Osteocalcin and Insulin Secretion in Frail, Obese Older Adults.",2017,Oxidative medicine and cellular longevity,https://pubmed.ncbi.nlm.nih.gov/28951766/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,multidomain,multidomain,data\raw\pmc_fulltext\PMC5603129.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-079,28514618,PMC5552187,10.1056/NEJMoa1616338,"Aerobic or Resistance Exercise, or Both, in Dieting Obese Older Adults.",2017,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/28514618/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,resistance;aerobic_walking,exercise_only,data\raw\pmc_fulltext\PMC5552187.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-080,28085913,PMC5234793,10.1371/journal.pone.0169613,Impact of a Home-Based Physical and Nutritional Intervention Program Conducted by Lay-Volunteers on Handgrip Strength in Prefrail and Frail Older Adults: A Randomized Control Trial.,2017,PloS one,https://pubmed.ncbi.nlm.nih.gov/28085913/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,resistance;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC5234793.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-081,27897406,PMC5326822,10.1002/jcsm.12132,Integrated care for geriatric frailty and sarcopenia: a randomized control trial.,2017,"Journal of cachexia, sarcopenia and muscle",https://pubmed.ncbi.nlm.nih.gov/27897406/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;aerobic_walking;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC5326822.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-082,27695646,PMC5042153,10.18848/2160-1909/CGP/v07i02/1-10,The Impact of Strong for Life on the Physical Functioning and Health of Older Adults Receiving Home and Community-Based Services.,2017,Aging and society : an interdisciplinary journal,https://pubmed.ncbi.nlm.nih.gov/27695646/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance,exercise_only,data\raw\pmc_fulltext\PMC5042153.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-083,27178766,PMC5351552,10.1016/j.cct.2016.05.001,Identifying effective and feasible interventions to accelerate functional recovery from hospitalization in older adults: A randomized controlled pilot trial.,2016,Contemporary clinical trials,https://pubmed.ncbi.nlm.nih.gov/27178766/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;nutrition,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC5351552.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-084,27175793,PMC4866031,10.1186/s12877-016-0277-3,The effects of a life goal-setting technique in a preventive care program for frail community-dwelling older people: a cluster nonrandomized controlled trial.,2016,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/27175793/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,balance;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC4866031.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-085,26786203,PMC5018561,10.1093/gerona/glv210,"Improved Function With Enhanced Protein Intake per Meal: A Pilot Study of Weight Reduction in Frail, Obese Older Adults.",2016,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/26786203/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,nutrition;digital_home,nutrition_only,data\raw\pmc_fulltext\PMC5018561.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-086,26201510,PMC4511529,10.1136/bmj.h3830,Effectiveness of two year balance training programme on prevention of fall induced injuries in at risk women aged 75-85 living in community: Ossébo randomised controlled trial.,2015,BMJ (Clinical research ed.),https://pubmed.ncbi.nlm.nih.gov/26201510/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,balance;nutrition,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC4511529.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-087,25887235,PMC4334409,10.1186/s12877-015-0002-7,MultiComponent Exercise and theRApeutic lifeStyle (CERgAS) intervention to improve physical performance and maintain independent living among urban poor older people--a cluster randomised controlled trial.,2015,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/25887235/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,multicomponent_exercise;nutrition;multidomain,multidomain_exercise_nutrition,data\raw\pmc_fulltext\PMC4334409.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-088,25659147,PMC4319727,10.1371/journal.pone.0116256,"Effects of exercise and milk fat globule membrane (MFGM) supplementation on body composition, physical function, and hematological parameters in community-dwelling frail Japanese women: a randomized double blind, placebo-controlled, follow-up trial.",2015,PloS one,https://pubmed.ncbi.nlm.nih.gov/25659147/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;aerobic_walking;nutrition;multidomain,multidomain_exercise_nutrition,data\raw\pmc_fulltext\PMC4319727.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-089,25387728,PMC4311184,10.1093/gerona/glu099,A physical activity intervention to treat the frailty syndrome in older persons-results from the LIFE-P study.,2015,"The journals of gerontology. Series A, Biological sciences and medical sciences",https://pubmed.ncbi.nlm.nih.gov/25387728/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,resistance;multidomain,multidomain,data\raw\pmc_fulltext\PMC4311184.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-090,24951180,PMC4080753,10.1186/1471-2318-14-78,An individually-tailored multifactorial intervention program for older fallers in a middle-income developing country: Malaysian Falls Assessment and Intervention Trial (MyFAIT).,2014,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/24951180/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,balance;digital_home;multidomain,multidomain,data\raw\pmc_fulltext\PMC4080753.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-091,24742587,PMC4146519,10.1093/ageing/afu033,The Home-based Older People's Exercise (HOPE) trial: a pilot randomised controlled trial of a home-based exercise intervention for older people with frailty.,2014,Age and ageing,https://pubmed.ncbi.nlm.nih.gov/24742587/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,digital_home,digital_home_unclear_intervention,data\raw\pmc_fulltext\PMC4146519.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-092,23009149,PMC3490887,10.1186/1471-2318-12-58,A pilot randomized controlled trial to improve geriatric frailty.,2012,BMC geriatrics,https://pubmed.ncbi.nlm.nih.gov/23009149/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,community,nutrition;digital_home,nutrition_only,data\raw\pmc_fulltext\PMC3490887.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-093,22499461,PMC12878082,10.1007/s12603-011-0352-6,Efficacy of a home-based intervention programme on the physical activity level and functional ability of older people using domestic services: a randomised study.,2012,"The journal of nutrition, health & aging",https://pubmed.ncbi.nlm.nih.gov/22499461/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,home,balance;aerobic_walking;nutrition;digital_home,exercise_plus_nutrition,data\raw\pmc_fulltext\PMC12878082.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-094,21449785,PMC3114602,10.1056/NEJMoa1008234,"Weight loss, exercise, or both and physical function in obese older adults.",2011,The New England journal of medicine,https://pubmed.ncbi.nlm.nih.gov/21449785/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,resistance;balance;digital_home,exercise_only,data\raw\pmc_fulltext\PMC3114602.xml,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-095,18364384,PMC2435639,10.1210/jc.2007-1473,Effect of weight loss and exercise therapy on bone metabolism and mass in obese older adults: a one-year randomized controlled trial.,2008,The Journal of clinical endocrinology and metabolism,https://pubmed.ncbi.nlm.nih.gov/18364384/,pmc_fulltext_available,pmc_fulltext_mined_not_numeric_extracted,unclear,balance;multidomain,multidomain,data\raw\pmc_fulltext\PMC2435639.xml,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-096,42066553,,10.1016/j.ijnurstu.2026.105549,"Effects of pickleball on pre-frailty, physical fitness, 24-hour movement behaviors, and quality of life in older adults: A randomized controlled trial.",2026,International journal of nursing studies,https://pubmed.ncbi.nlm.nih.gov/42066553/,publisher_or_library_fulltext_required,not_fulltext_mined,community,multidomain,multidomain,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-097,41805014,,10.1177/1096620X261430172,Fermented Whey Protein Supplement Slows the Progression of Frailty and Sarcopenia Among Older Korean Adults: A Randomized Blinded Trial.,2026,Journal of medicinal food,https://pubmed.ncbi.nlm.nih.gov/41805014/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-098,41397660,,10.1016/j.exger.2025.113002,Strength but not power training increases soluble alpha klotho levels in pre-frail older adults.,2026,Experimental gerontology,https://pubmed.ncbi.nlm.nih.gov/41397660/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition;digital_home,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-099,41386386,,10.1016/j.exger.2025.112995,The effect of exercise and soy protein intake on physical frailty score improvement in community-dwelling elderly: a randomized controlled trial.,2026,Experimental gerontology,https://pubmed.ncbi.nlm.nih.gov/41386386/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;aerobic_walking;multicomponent_exercise;nutrition,exercise_plus_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-100,41190491,,10.1177/01939459251384714,Impacts of (Pre-)Social Frailty on the Effectiveness of a Theory-Driven Exercise Intervention Among Community-Dwelling (Pre-)Physically Frail Older Adults.,2026,Western journal of nursing research,https://pubmed.ncbi.nlm.nih.gov/41190491/,publisher_or_library_fulltext_required,not_fulltext_mined,community,balance,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-101,39731555,,10.1080/07317115.2024.2447829,Impacts of Depressive Symptoms on the Effectiveness of a Theory-Driven Exercise Intervention Among Community-Dwelling (Pre)frail Older Adults.,2026,Clinical gerontologist,https://pubmed.ncbi.nlm.nih.gov/39731555/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;digital_home,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-102,41103092,,10.1080/21551197.2025.2572678,Nutritional Guidance Decreases the Prevalence of Frailty Among Older Caregivers.,2025,Journal of nutrition in gerontology and geriatrics,https://pubmed.ncbi.nlm.nih.gov/41103092/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,nutrition;multidomain,multidomain,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-103,40977239,,10.1071/PY24197,Effect of a combined exercise and nutrition program on sarcopenia in older adults: a randomised controlled trial in primary care.,2025,Australian journal of primary health,https://pubmed.ncbi.nlm.nih.gov/40977239/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;multicomponent_exercise;nutrition;multidomain,multidomain_exercise_nutrition,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-104,40616927,,10.1016/j.gerinurse.2025.103457,Effects of a nurse-led health coaching program to prevent frailty in prefrail older women: A randomized controlled trial.,2025,"Geriatric nursing (New York, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/40616927/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;nutrition,exercise_plus_nutrition,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-105,40147475,,10.1016/j.lanhl.2025.100695,"Metformin and physical performance in older people with probable sarcopenia and physical prefrailty or frailty in England (MET-PREVENT): a double-blind, randomised, placebo-controlled trial.",2025,The lancet. Healthy longevity,https://pubmed.ncbi.nlm.nih.gov/40147475/,publisher_or_library_fulltext_required,not_fulltext_mined,primary_care,resistance;balance,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-106,40121126,,10.1016/j.jagp.2025.02.014,"Improvements in Depressive Symptoms, Perceived Social Support, and Quality of Life Through an Educational Program in Community-Dwelling Older Adults With Frailty Phenotype: A Randomized Controlled Trial of the FRAGSALUD Project.",2025,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,https://pubmed.ncbi.nlm.nih.gov/40121126/,publisher_or_library_fulltext_required,not_fulltext_mined,community,nutrition,nutrition_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-107,40024357,,10.1016/j.physbeh.2025.114868,"Examining the impact of 28-week multicomponent and strength exercises on brain health, salivary stress, and mental well-being in frail older women: A controlled trial analysis.",2025,Physiology & behavior,https://pubmed.ncbi.nlm.nih.gov/40024357/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,resistance;multicomponent_exercise,multicomponent_exercise,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-108,39798411,,10.1016/j.gerinurse.2024.12.010,Effects of interactive boxing-cycling on dual-task walking and prefrontal cortex activation in older adults with cognitive frailty: A randomized controlled trial.,2025,"Geriatric nursing (New York, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/39798411/,publisher_or_library_fulltext_required,not_fulltext_mined,unclear,aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-109,39736420,,10.1016/j.exger.2024.112670,Effects of the Vivifrail-B multicomponent exercise program based on society ecosystems theory on physical function in community-dwelling frail older adults: A randomized controlled trial.,2025,Experimental gerontology,https://pubmed.ncbi.nlm.nih.gov/39736420/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;multicomponent_exercise,multicomponent_exercise,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-110,39626407,,10.1016/j.physio.2024.101449,Acceptability and utility of a broad test battery to evaluate physical functioning and frailty in community-based settings for people experiencing homelessness and addiction-Findings from the LEAP trials.,2025,Physiotherapy,https://pubmed.ncbi.nlm.nih.gov/39626407/,publisher_or_library_fulltext_required,not_fulltext_mined,community,balance;aerobic_walking,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
FRAIL-111,39561465,,10.1016/j.maturitas.2024.108151,Effect of a home-based exercise program on subsequent falls among community-dwelling older adults with cognitive frailty: A sub-group analysis of a randomized controlled trial.,2025,Maturitas,https://pubmed.ncbi.nlm.nih.gov/39561465/,publisher_or_library_fulltext_required,not_fulltext_mined,home,balance;digital_home,exercise_only,,Dr Siddalingaiah H S,Dr Chandrakala D,Joint consensus,,,,
FRAIL-112,39500251,,10.1016/j.ijnurstu.2024.104933,Effectiveness of a theory-underpinning exercise intervention among community-dwelling (pre)frail older adults: A stepped-wedge cluster-randomized trial.,2025,International journal of nursing studies,https://pubmed.ncbi.nlm.nih.gov/39500251/,publisher_or_library_fulltext_required,not_fulltext_mined,community,resistance;balance;digital_home,exercise_only,,Dr Chandrakala D,Dr Siddalingaiah H S,Joint consensus,,,,
