title,study_design,species_model,ageing_domain_category,intervention_name,claim_score,claim_category,bias_level
Senolytic therapy combining Dasatinib and Quercetin restores the chondrogenic phenotype of human osteoarthritic chondrocytes by promoting the release of pro-anabolic mediators,unclear_or_metadata_only,human,surrogate_or_indirect,senolytics,8.5,promising_but_incomplete,moderate_or_high
In vitro heterochronic parabiosis identifies pigment epithelium-derived factor as a systemic mediator of rejuvenation by young blood,in_vitro_study,cellular,surrogate_or_indirect,controversial,1.5,speculative_or_hype_heavy,moderate_or_high
Dietary restriction promotes neuronal resilience via ADIOL,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Metformin treatment of diverse Caenorhabditis species reveals the importance of genetic background in longevity and healthspan extension outcomes,unclear_or_metadata_only,human,surrogate_or_indirect,metformin,10.5,promising_but_incomplete,moderate_or_high
"Corrigendum to: Anti‐aging pharmacology in cutaneous wound healing: Effects of metformin, resveratrol, and rapamycin by local application",animal_experiment,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Nicotinamide riboside and caffeine partially restore diminished NAD availability but not altered energy metabolism in Alzheimer's disease,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age",animal_experiment,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic therapy combining Dasatinib and Quercetin restores the chondrogenic phenotype of human osteoarthritic chondrocytes by the release of pro‐anabolic mediators,unclear_or_metadata_only,human,surrogate_or_indirect,senolytics,9.5,promising_but_incomplete,moderate_or_high
Nicotinamide Riboside Supplementation Alleviates Testicular Aging Induced by Disruption of Qprt‐Dependent <scp>NAD</scp><sup>+</sup> De Novo Synthesis in Mice,animal_experiment,animal,surrogate_or_indirect,nad_sirtuin,7.0,biomarker_or_preclinical_evidence,moderate_or_high
"Rapamycin, Not Metformin, Mirrors Dietary Restriction-Driven Lifespan Extension in Vertebrates: A Meta-Analysis.",animal_experiment,unclear,hard_ageing_relevance,caloric_restriction,10.0,promising_but_incomplete,moderate_or_high
An Ad Libitum-Fed Diet That Matches the Beneficial Lifespan Effects of Caloric Restriction but Acts via Opposite Effects on the Energy-Splicing Axis.,unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Senolytic Treatment With Dasatinib and Quercetin Reshapes Influenza‐Specific <scp>CD8</scp> T Cell Responses During Infection in Aged, Vaccinated Mice",animal_experiment,animal,surrogate_or_indirect,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin Exerts Its Geroprotective Effects in the Ageing Human Immune System by Enhancing Resilience Against DNA Damage.,unclear_or_metadata_only,human,surrogate_or_indirect,rapamycin_mtor,9.5,promising_but_incomplete,moderate_or_high
Fasting as Medicine: Mitochondrial and Endothelial Rejuvenation in Vascular Aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,fasting,6.5,biomarker_or_preclinical_evidence,moderate_or_high
A Multidomain Lifestyle Intervention Is Associated With Improved Functional Trajectories and Favorable Changes in Epigenetic Aging Markers in Frail Older Adults: A Randomized Controlled Trial.,RCT_or_clinical_trial,human,surrogate_or_indirect,lifestyle_bundle,11.0,promising_but_incomplete,lower
DNA Methylation Signatures of Cellular Senescence Are Not Reversed by Senolytic Treatment.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Review for ""Caloric restriction extends lifespan in a clonal plant""",unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Review for ""Caloric restriction extends lifespan in a clonal plant""",unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Review for ""Caloric restriction extends lifespan in a clonal plant""",unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Review for ""Caloric restriction extends lifespan in a clonal plant""",unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Review for ""Caloric restriction extends lifespan in a clonal plant""",unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
"Review for ""Caloric restriction extends lifespan in a clonal plant""",unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
A review of skin microbiome and new challenges to cosmetic microbiome-friendly formulations.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Advances in Longevity: The Intersection of Regenerative Medicine and Cosmetic Dermatology.,animal_experiment,unclear,surrogate_or_indirect,stem_cell,4.0,speculative_or_hype_heavy,moderate_or_high
"Impacts of exercise, renin-angiotensin system modulation or both on skeletal muscle circadian gene expression.",unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Erratum. Effects of Dancing Associated With Resistance Training on Functional Parameters and Quality of Life of Aging Women: A Randomized Controlled Trial,RCT_or_clinical_trial,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,lower
Effects of Prolonged Hypertrophic Resistance Training on Acute Endocrine Responses in Young and Older Men,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Exercise Training for Older Adults with Limitations in Physical Function,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
J012 NAD-HD: a randomized clinical trial of nicotinamide riboside in Huntington’s disease,RCT_or_clinical_trial,human,surrogate_or_indirect,nad_sirtuin,9.5,promising_but_incomplete,lower
Can Short-Term Dietary Restriction and Fasting Have a Long-Term Anticarcinogenic Effect?,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic Combination of Dasatinib and Quercetin Promotes Tendon-to-Bone Healing by Mitigating Age-Related Senescence in Rats,animal_experiment,unclear,biological_ageing_biomarker,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
A phase II randomized placebo-controlled study of fisetin to improve physical function in breast cancer survivors: the TROFFi study rationale and trial design.,RCT_or_clinical_trial,human,surrogate_or_indirect,senolytics,8.0,promising_but_incomplete,lower
The senolytic effect of Dasatinib and Quercetin on cellular senescence in COPD in vitro and in vivo models,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Rejuvenation of airway basal stem cells by partial chemical reprogramming Mengyu Zou1, Qiaoyu Chen1, Ying Hua1, Wei Zuo1,2* 1Tongji Stem Cell Center, Tongji University, Shanghai, China 2Kiangnan Institute of Stem Cell, Hangzhou, China",in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Ageing and exercise: building body capital in old age,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
High-speed resistance training vs. low-speed resistance training on body composition and physical function in adults with sarcopenic obesity,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Viability of an educational program for lifestyle changes and an algorithm for the derivation of exercise programs in older people at risk of dependency at primary care: PRICA-POWFRAIL study protocol.,RCT_or_clinical_trial,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,lower
Senogenic-senolytic treatment strategies enhance tumor control and can improve survival in murine cancer models: a systematic review.,animal_experiment,animal,hard_ageing_relevance,senolytics,10.0,promising_but_incomplete,moderate_or_high
From dysbiosis to longevity: a narrative review into the gut microbiome's impact on aging.,animal_experiment,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
The impacts of different dietary restriction regimens on aging and longevity: from yeast to humans.,unclear_or_metadata_only,human,surrogate_or_indirect,caloric_restriction,9.5,promising_but_incomplete,moderate_or_high
Targeting PURPL RNA enabled rejuvenation of senescence cells via epigenetic reprogramming.,in_vitro_study,cellular,biological_ageing_biomarker,reprogramming,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"""Immunopause"" no more: exercise to counter immunosenescence in aging.",unclear_or_metadata_only,unclear,biological_ageing_biomarker,exercise,9.5,promising_but_incomplete,moderate_or_high
Targeting the microbiome: from probiotics to fecal microbiota transplantation,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Rejuvenation of mesenchymal stromal cells via partial reprogramming enables scalable generation of transcriptionally diverse MSC libraries.,animal_experiment,cellular,surrogate_or_indirect,reprogramming,4.0,speculative_or_hype_heavy,moderate_or_high
Sex-dependent locus coeruleus vulnerability in Alzheimer's disease: gut dysbiosis as a driver and probiotic intervention as rescue.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Fecal microbiota transplantation modulates jejunal host-microbiota interface in weanling piglets,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Dynamics of gut bacteriophage in diversity outbred mice studied over lifespan and during extreme caloric restriction.,animal_experiment,animal,hard_ageing_relevance,caloric_restriction,10.0,promising_but_incomplete,moderate_or_high
The fecal microbiota of wild and captive raptors,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Fecal microbiota transplantation in pigs: current status and future perspective,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,unclear_or_metadata_only,human,surrogate_or_indirect,fasting,9.0,promising_but_incomplete,moderate_or_high
Age reprogramming: cell rejuvenation by partial reprogramming,in_vitro_study,cellular,surrogate_or_indirect,reprogramming,4.0,speculative_or_hype_heavy,moderate_or_high
"Longitudinal Bidirectional Associations between Physical Activity and Cognitive Ability in Older Adults across the United Kingdom, United States, and China.",unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Dietary restriction with and without caloric restriction for healthy aging,unclear_or_metadata_only,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Reducing frailty in frail people with multiple sclerosis: Feasibility of a 6-week multimodal exercise training program.,RCT_or_clinical_trial,human,healthspan_functional_ageing,exercise,13.0,supported_for_healthspan_related_benefit,lower
"ASSOCIATION BETWEEN BERG BALANCE, PHYSIOLOGICAL PROFILE ASSESSMENT AND PHYSICAL ACTIVITY, PHYSICAL FUNCTION AND BODY COMPOSITION: A CROSS-SECTIONAL STUDY",cross-sectional,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
"CHANGES OF BODY COMPOSITION, MUSCULAR STRENGTH AND PHYSICAL PERFORMANCE DUE TO RESISTANCE TRAINING IN OLDER PERSONS WITH SARCOPENIC OBESITY",unclear_or_metadata_only,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
EXERCISE: AN IMPORTANT KEY TO PREVENT PHYSICAL AND COGNITIVE FRAILTY,unclear_or_metadata_only,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
RESISTANCE TRAINING AND CO-SUPPLEMENTATION WITH CREATINE AND PROTEIN IN OLDER SUBJECTS WITH FRAILTY,unclear_or_metadata_only,human,healthspan_functional_ageing,exercise,13.0,supported_for_healthspan_related_benefit,moderate_or_high
EXERCISE INTERVENTIONS FOR PRESERVING PHYSICAL FUNCTION AMONG CANCER SURVIVORS IN MIDDLE TO LATE LIFE,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Educating Medical Students in Counselling Older Adults about Exercise: The Impact of a Physical Activity Module,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
The Sustained Impact of a Medical School-Based Physical Activity Module on Interns' Perceived Competence in Advising Older Adults About Exercise,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
"Multi-Component Exercise with High-Intensity, Free-Weight, Functional Resistance Training in Pre-Frail Females: A Quasi-Experimental, Pilot Study",unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Young Plasma Attenuated Chronic Kidney Disease Progression after Acute Kidney Injury by Inhibiting Inflammation in Mice,animal_experiment,animal,surrogate_or_indirect,controversial,5.0,biomarker_or_preclinical_evidence,moderate_or_high
"Targeting Cellular Senescence in Aging and Age-Related Diseases: Challenges, Considerations, and the Emerging Role of Senolytic and Senomorphic Therapies",animal_experiment,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
Fecal Microbiota Transplantation Attenuates Frailty via Gut-Muscle Axis in Old Mice,animal_experiment,animal,healthspan_functional_ageing,microbiome,9.5,promising_but_incomplete,moderate_or_high
Fecal Microbiota Transfer from Young Mice Reverts Vascular Aging Hallmarks and Metabolic Impairments in Aged Mice,animal_experiment,animal,surrogate_or_indirect,microbiome,7.0,biomarker_or_preclinical_evidence,moderate_or_high
The Impact of Young and/or Exercised Plasma Transfusions in Neurodegenerative Conditions: A Scoping Review,animal_experiment,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Prolonged Mild Sleep Restriction Changes Epigenome-Wide DNA Methylation in Peripheral Blood Cells: A Randomized Crossover Trial.,RCT_or_clinical_trial,cellular,surrogate_or_indirect,sleep_circadian,7.5,biomarker_or_preclinical_evidence,lower
RISING STARS: Targeting premature cellular senescence using senomorphic or senolytic agents to impact diabetes,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Effects of Physical Activity, Exercise Training and Physical Fitness on Telomere Length as Biomarker of Cell Aging",in_vitro_study,cellular,surrogate_or_indirect,exercise,8.5,promising_but_incomplete,moderate_or_high
Once again on rapamycin-induced insulin resistance and longevity: despite of or owing to,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin as longevity enhancer and cancer preventative agent in the context of p53 deficiency,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Metformin and rapamycin are master-keys for understanding the relationship between cell senescent, aging and cancer",in_vitro_study,cellular,surrogate_or_indirect,metformin,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Rapamycin for longevity: opinion article,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Fasting for stem cell rejuvenation,in_vitro_study,cellular,surrogate_or_indirect,fasting,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Evaluation of the effect of age of the younger mice on the rejuvenation of the older mice by heterochronic parabiosis,animal_experiment,animal,surrogate_or_indirect,controversial,3.5,speculative_or_hype_heavy,moderate_or_high
Towards disease-oriented dosing of rapamycin for longevity: does aging exist or only age-related diseases?,unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Exploring the effects of Dasatinib, Quercetin, and Fisetin on DNA methylation clocks: a longitudinal study on senolytic interventions",unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
What is the clinical evidence to support off-label rapamycin therapy in healthy adults?,unclear_or_metadata_only,human,surrogate_or_indirect,rapamycin_mtor,9.5,promising_but_incomplete,moderate_or_high
Exploring Senolytic and Senomorphic Properties of Medicinal Plants for Anti-Aging Therapies,unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,4.5,speculative_or_hype_heavy,moderate_or_high
"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases",in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Rescuing Healthspan in Obese, Aged Mice: A Comparison between Multi-Ingredient Nutraceuticals and Senolytic Interventions",animal_experiment,animal,surrogate_or_indirect,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice,animal_experiment,animal,surrogate_or_indirect,senolytics,6.0,biomarker_or_preclinical_evidence,moderate_or_high
"Young to aged fecal microbiota transfer reverses hallmarks of the aging gut, eye, and brain",unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Nicotinamide mononucleotide ameliorates adriamycin-induced renal damage by epigenetically suppressing the NMN/NAD consumers mediated by Twist2,animal_experiment,unclear,surrogate_or_indirect,nad_sirtuin,4.5,speculative_or_hype_heavy,moderate_or_high
Dasatinib and quercetin senolytic treatment delays early onset intervertebral disc degeneration in SM/J mice,animal_experiment,animal,surrogate_or_indirect,senolytics,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Modulating SASP-Driven Paracrine Effects to Overcome Therapy-Induced Senescence: Senolytic Role of Hesperidin and Quercetin in A549 Lung Cancer Cells,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,6.5,biomarker_or_preclinical_evidence,moderate_or_high
The gut–brain axis in neurodegenerative disorders: Evaluating the therapeutic potential of probiotic and fecal microbiota transplantation,animal_experiment,unclear,surrogate_or_indirect,microbiome,4.5,speculative_or_hype_heavy,moderate_or_high
Systemic Metabolic Bottlenecks as Constraints on Exercise Responsiveness and Functional Healthspan During Aging,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Gut microbiome composition after multi-donor fecal microbiota transplantation for obesity,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Poly-L-Lactic Acid in Facial Rejuvenation: Volumetric Data Supporting Regenerative Outcomes.,animal_experiment,unclear,surrogate_or_indirect,stem_cell,4.0,speculative_or_hype_heavy,moderate_or_high
Targeting Cellular Senescence for Healthy Aging: Advances in Senolytics and Senomorphics.,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
Targeting Cellular Senescence: Therapeutic Advances in Senolytic and Senomorphic Interventions for Age-Related Pathologies,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Nicotinamide Adenine Dinucleotide (NAD)-Dependent Protein Deacetylase, Sirtuin, as a Biomarker of Healthy Life Expectancy: A Mini- Review",unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Crystal structure of human nicotinamide riboside kinase (NRK1) in complex with nicotinamide mononucleotide (NMN),unclear_or_metadata_only,human,surrogate_or_indirect,nad_sirtuin,9.5,promising_but_incomplete,moderate_or_high
Mechanisms under Metformin and Rapamycin as Anti-aging Drugs,unclear_or_metadata_only,unclear,surrogate_or_indirect,metformin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
SENOLYTIC COMBINATION OF DASATINIB AND QUERCETIN: A REVIEW OF PRECLINICAL AND CLINICAL STUDIES,unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Nicotinamide Riboside Chloride,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Nicotinamide Riboside Chloride,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Nicotinamide Riboside and NAD+ Decline: Hype vs. Evidence,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Can Stem Cells Reverse Aging?,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Fecal microbiota transplantation and gut microbiome effects on psychiatric illnesses,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,4.5,speculative_or_hype_heavy,moderate_or_high
Dietary Strategies for Healthy Aging – Caloric Restriction and Beyond,animal_experiment,unclear,surrogate_or_indirect,caloric_restriction,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Redox regulation in aging muscles: exercise as a key modulator to combat sarcopenia and frailty.,unclear_or_metadata_only,unclear,healthspan_functional_ageing,exercise,9.0,promising_but_incomplete,moderate_or_high
Molecular mechanisms underlying the lifespan and healthspan benefits of dietary restriction across species.,unclear_or_metadata_only,unclear,hard_ageing_relevance,caloric_restriction,8.5,promising_but_incomplete,moderate_or_high
Biohacking the human gut microbiome for precision health and therapeutic innovation.,unclear_or_metadata_only,human,surrogate_or_indirect,microbiome,9.5,promising_but_incomplete,moderate_or_high
Examination of shared gut microbiome signatures in aging and Parkinson's disease.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Epigenetic and microbiome responses to greens supplementation in obese older adults: results from a randomized crossover-controlled trial.,RCT_or_clinical_trial,human,surrogate_or_indirect,microbiome,9.5,promising_but_incomplete,lower
Exercise and nutrition as epigenetic regulators of gene expression: an exploratory scoping review with bibliometric analysis.,animal_experiment,unclear,surrogate_or_indirect,exercise,8.0,promising_but_incomplete,moderate_or_high
Senolytic Cocktail Dasatinib+Quercetin (D+Q) Does Not Enhance the Efficacy of Senescence-Inducing Chemotherapy in Liver Cancer,unclear_or_metadata_only,unclear,biological_ageing_biomarker,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Research advances in exercise management for frail older adults.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Editorial: Integrated strategies for lifelong health: multidimensional approaches to aging and lifestyle interventions.,animal_experiment,human,surrogate_or_indirect,lifestyle_bundle,9.5,promising_but_incomplete,moderate_or_high
Senolytic treatment with dasatinib and quercetin does not improve overall influenza responses in aged mice,animal_experiment,animal,surrogate_or_indirect,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
"Rapamycin for longevity: the pros, the cons, and future perspectives.",unclear_or_metadata_only,unclear,surrogate_or_indirect,rapamycin_mtor,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Editorial: Spotlight on aging: role of exercise and nutrition in healthy longevity.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Intravenous infusion of nicotinamide adenine dinucleotide (NAD+) versus nicotinamide riboside (NR): a retrospective tolerability pilot study in a real-world setting,unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Effects of exercise training on frail older adults with heart failure: a systematic-review.,unclear_or_metadata_only,human,surrogate_or_indirect,exercise,10.5,promising_but_incomplete,moderate_or_high
Practical guidelines for exercise prescription in different clinical populations.,unclear_or_metadata_only,unclear,surrogate_or_indirect,exercise,6.5,biomarker_or_preclinical_evidence,moderate_or_high
"Dynamic Oxidative States: Interplay of Aging, Metabolic Stress, and Circadian Rhythms in Modulating Stroke Severity.",unclear_or_metadata_only,unclear,surrogate_or_indirect,sleep_circadian,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Nicotinamide, Nicotinamide Riboside and Nicotinic Acid—Emerging Roles in Replicative and Chronological Aging in Yeast",unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Enzymatic and Chemical Syntheses of Vacor Analogs of Nicotinamide Riboside, NMN and NAD",unclear_or_metadata_only,unclear,surrogate_or_indirect,nad_sirtuin,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Pathobiochemistry of Aging and Neurodegeneration: Deregulation of NAD+ Metabolism in Brain Cells.,animal_experiment,cellular,surrogate_or_indirect,nad_sirtuin,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Mechanistic Links Between the Gut Microbiome and Longevity Therapeutics.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Metformin for Longevity and Sarcopenia: A Therapeutic Paradox in Aging.,unclear_or_metadata_only,unclear,surrogate_or_indirect,metformin,6.5,biomarker_or_preclinical_evidence,moderate_or_high
Rejuvenated Autologous Adult Stem Cells: Emerging Front Runners in the Fight Against Aging and Associated Diseases.,in_vitro_study,cellular,surrogate_or_indirect,stem_cell,4.5,speculative_or_hype_heavy,moderate_or_high
Partial Reprogramming Is Conserved from Insect to Mammal.,unclear_or_metadata_only,unclear,surrogate_or_indirect,reprogramming,3.5,speculative_or_hype_heavy,moderate_or_high
Exploring Senolytic and Senomorphic Properties of Medicinal Plants for Anti-Aging Therapies,unclear_or_metadata_only,unclear,surrogate_or_indirect,senolytics,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Targeting Cellular Senescence with Liposome-Encapsulated Fisetin: Evidence of Senomorphic Effect,in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases.",in_vitro_study,cellular,biological_ageing_biomarker,senolytics,7.5,biomarker_or_preclinical_evidence,moderate_or_high
Probiotic Modulation in Aging: Strain-Specific Geroprotective Effects in &lt;i&gt;Caenorhabditis elegans&lt;/i&gt;.,unclear_or_metadata_only,unclear,surrogate_or_indirect,microbiome,5.5,biomarker_or_preclinical_evidence,moderate_or_high
Senolytic Treatment Improves Responsiveness to Mechanical Loading in the Skeleton of Aged Mice.,animal_experiment,animal,surrogate_or_indirect,senolytics,7.0,biomarker_or_preclinical_evidence,moderate_or_high
Momordica charantia Extract Treatment Extends the Healthy Lifespan of Aging Mice via the Bitter Taste Receptor/mTOR Pathway,animal_experiment,animal,hard_ageing_relevance,rapamycin_mtor,10.0,promising_but_incomplete,moderate_or_high
Metformin Regulation of the Liver Circadian Clock and Metabolic Aging: A Systems Modeling Study.,unclear_or_metadata_only,unclear,surrogate_or_indirect,sleep_circadian,7.0,biomarker_or_preclinical_evidence,moderate_or_high
The Molecular Exposome of Visible Age Reversal: From Organ-Skin Axes to Regenerative Aesthetics.,animal_experiment,unclear,surrogate_or_indirect,stem_cell,4.0,speculative_or_hype_heavy,moderate_or_high
Nicotinamide Riboside and Dihydronicotinic Acid Riboside Synergistically Increase Intracellular NAD+ by Generating Dihydronicotinamide Riboside,animal_experiment,cellular,surrogate_or_indirect,nad_sirtuin,6.0,biomarker_or_preclinical_evidence,moderate_or_high
Vitamin B3 Ameliorates Sleep Duration and Quality in Clinical and Pre-Clinical Studies.,animal_experiment,unclear,surrogate_or_indirect,sleep_circadian,5.5,biomarker_or_preclinical_evidence,moderate_or_high
"Endocrine Adaptations to Prolonged Fasting: From Physiology, Clinical Uncertainties, Translational Challenges to Healthspan Implications.",unclear_or_metadata_only,unclear,surrogate_or_indirect,fasting,5.0,biomarker_or_preclinical_evidence,moderate_or_high
