title,intervention_name,ageing_domain_category,effect_size,uncertainty_measure,effect_direction,meta_ready,reason_not_meta_ready
In vitro heterochronic parabiosis identifies pigment epithelium-derived factor as a systemic mediator of rejuvenation by young blood,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary restriction promotes neuronal resilience via ADIOL,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin treatment of diverse Caenorhabditis species reveals the importance of genetic background in longevity and healthspan extension outcomes,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Corrigendum to: Anti‐aging pharmacology in cutaneous wound healing: Effects of metformin, resveratrol, and rapamycin by local application",metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide riboside and caffeine partially restore diminished NAD availability but not altered energy metabolism in Alzheimer's disease,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age",senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic therapy combining Dasatinib and Quercetin restores the chondrogenic phenotype of human osteoarthritic chondrocytes by the release of pro‐anabolic mediators,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Riboside Supplementation Alleviates Testicular Aging Induced by Disruption of Qprt‐Dependent <scp>NAD</scp><sup>+</sup> De Novo Synthesis in Mice,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Rapamycin, Not Metformin, Mirrors Dietary Restriction-Driven Lifespan Extension in Vertebrates: A Meta-Analysis.",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
An Ad Libitum-Fed Diet That Matches the Beneficial Lifespan Effects of Caloric Restriction but Acts via Opposite Effects on the Energy-Splicing Axis.,caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Senolytic Treatment With Dasatinib and Quercetin Reshapes Influenza‐Specific <scp>CD8</scp> T Cell Responses During Infection in Aged, Vaccinated Mice",senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin Exerts Its Geroprotective Effects in the Ageing Human Immune System by Enhancing Resilience Against DNA Damage.,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fasting as Medicine: Mitochondrial and Endothelial Rejuvenation in Vascular Aging.,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A Multidomain Lifestyle Intervention Is Associated With Improved Functional Trajectories and Favorable Changes in Epigenetic Aging Markers in Frail Older Adults: A Randomized Controlled Trial.,lifestyle_bundle,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
DNA Methylation Signatures of Cellular Senescence Are Not Reversed by Senolytic Treatment.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Review for ""Caloric restriction extends lifespan in a clonal plant""",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Review for ""Caloric restriction extends lifespan in a clonal plant""",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Review for ""Caloric restriction extends lifespan in a clonal plant""",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Review for ""Caloric restriction extends lifespan in a clonal plant""",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Review for ""Caloric restriction extends lifespan in a clonal plant""",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Review for ""Caloric restriction extends lifespan in a clonal plant""",caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A review of skin microbiome and new challenges to cosmetic microbiome-friendly formulations.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Advances in Longevity: The Intersection of Regenerative Medicine and Cosmetic Dermatology.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Impacts of exercise, renin-angiotensin system modulation or both on skeletal muscle circadian gene expression.",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Erratum. Effects of Dancing Associated With Resistance Training on Functional Parameters and Quality of Life of Aging Women: A Randomized Controlled Trial,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effects of Prolonged Hypertrophic Resistance Training on Acute Endocrine Responses in Young and Older Men,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Exercise Training for Older Adults with Limitations in Physical Function,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
J012 NAD-HD: a randomized clinical trial of nicotinamide riboside in Huntington’s disease,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Can Short-Term Dietary Restriction and Fasting Have a Long-Term Anticarcinogenic Effect?,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic Combination of Dasatinib and Quercetin Promotes Tendon-to-Bone Healing by Mitigating Age-Related Senescence in Rats,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A phase II randomized placebo-controlled study of fisetin to improve physical function in breast cancer survivors: the TROFFi study rationale and trial design.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The senolytic effect of Dasatinib and Quercetin on cellular senescence in COPD in vitro and in vivo models,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Rejuvenation of airway basal stem cells by partial chemical reprogramming Mengyu Zou1, Qiaoyu Chen1, Ying Hua1, Wei Zuo1,2* 1Tongji Stem Cell Center, Tongji University, Shanghai, China 2Kiangnan Institute of Stem Cell, Hangzhou, China",stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Ageing and exercise: building body capital in old age,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
High-speed resistance training vs. low-speed resistance training on body composition and physical function in adults with sarcopenic obesity,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Viability of an educational program for lifestyle changes and an algorithm for the derivation of exercise programs in older people at risk of dependency at primary care: PRICA-POWFRAIL study protocol.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senogenic-senolytic treatment strategies enhance tumor control and can improve survival in murine cancer models: a systematic review.,senolytics,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
From dysbiosis to longevity: a narrative review into the gut microbiome's impact on aging.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The impacts of different dietary restriction regimens on aging and longevity: from yeast to humans.,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting PURPL RNA enabled rejuvenation of senescence cells via epigenetic reprogramming.,reprogramming,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"""Immunopause"" no more: exercise to counter immunosenescence in aging.",exercise,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting the microbiome: from probiotics to fecal microbiota transplantation,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rejuvenation of mesenchymal stromal cells via partial reprogramming enables scalable generation of transcriptionally diverse MSC libraries.,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Sex-dependent locus coeruleus vulnerability in Alzheimer's disease: gut dysbiosis as a driver and probiotic intervention as rescue.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fecal microbiota transplantation modulates jejunal host-microbiota interface in weanling piglets,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dynamics of gut bacteriophage in diversity outbred mice studied over lifespan and during extreme caloric restriction.,caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The fecal microbiota of wild and captive raptors,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fecal microbiota transplantation in pigs: current status and future perspective,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
A Critical Assessment of Fasting to Promote Metabolic Health and Longevity.,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Age reprogramming: cell rejuvenation by partial reprogramming,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Longitudinal Bidirectional Associations between Physical Activity and Cognitive Ability in Older Adults across the United Kingdom, United States, and China.",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary restriction with and without caloric restriction for healthy aging,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Reducing frailty in frail people with multiple sclerosis: Feasibility of a 6-week multimodal exercise training program.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"ASSOCIATION BETWEEN BERG BALANCE, PHYSIOLOGICAL PROFILE ASSESSMENT AND PHYSICAL ACTIVITY, PHYSICAL FUNCTION AND BODY COMPOSITION: A CROSS-SECTIONAL STUDY",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"CHANGES OF BODY COMPOSITION, MUSCULAR STRENGTH AND PHYSICAL PERFORMANCE DUE TO RESISTANCE TRAINING IN OLDER PERSONS WITH SARCOPENIC OBESITY",exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
EXERCISE: AN IMPORTANT KEY TO PREVENT PHYSICAL AND COGNITIVE FRAILTY,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
RESISTANCE TRAINING AND CO-SUPPLEMENTATION WITH CREATINE AND PROTEIN IN OLDER SUBJECTS WITH FRAILTY,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
EXERCISE INTERVENTIONS FOR PRESERVING PHYSICAL FUNCTION AMONG CANCER SURVIVORS IN MIDDLE TO LATE LIFE,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Educating Medical Students in Counselling Older Adults about Exercise: The Impact of a Physical Activity Module,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Sustained Impact of a Medical School-Based Physical Activity Module on Interns' Perceived Competence in Advising Older Adults About Exercise,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Multi-Component Exercise with High-Intensity, Free-Weight, Functional Resistance Training in Pre-Frail Females: A Quasi-Experimental, Pilot Study",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Young Plasma Attenuated Chronic Kidney Disease Progression after Acute Kidney Injury by Inhibiting Inflammation in Mice,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Targeting Cellular Senescence in Aging and Age-Related Diseases: Challenges, Considerations, and the Emerging Role of Senolytic and Senomorphic Therapies",senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fecal Microbiota Transplantation Attenuates Frailty via Gut-Muscle Axis in Old Mice,microbiome,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fecal Microbiota Transfer from Young Mice Reverts Vascular Aging Hallmarks and Metabolic Impairments in Aged Mice,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Impact of Young and/or Exercised Plasma Transfusions in Neurodegenerative Conditions: A Scoping Review,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Prolonged Mild Sleep Restriction Changes Epigenome-Wide DNA Methylation in Peripheral Blood Cells: A Randomized Crossover Trial.,sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
RISING STARS: Targeting premature cellular senescence using senomorphic or senolytic agents to impact diabetes,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Effects of Physical Activity, Exercise Training and Physical Fitness on Telomere Length as Biomarker of Cell Aging",exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Once again on rapamycin-induced insulin resistance and longevity: despite of or owing to,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin as longevity enhancer and cancer preventative agent in the context of p53 deficiency,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Metformin and rapamycin are master-keys for understanding the relationship between cell senescent, aging and cancer",metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rapamycin for longevity: opinion article,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fasting for stem cell rejuvenation,fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Evaluation of the effect of age of the younger mice on the rejuvenation of the older mice by heterochronic parabiosis,controversial,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Towards disease-oriented dosing of rapamycin for longevity: does aging exist or only age-related diseases?,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Exploring the effects of Dasatinib, Quercetin, and Fisetin on DNA methylation clocks: a longitudinal study on senolytic interventions",senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
What is the clinical evidence to support off-label rapamycin therapy in healthy adults?,rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Exploring Senolytic and Senomorphic Properties of Medicinal Plants for Anti-Aging Therapies,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases",senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Rescuing Healthspan in Obese, Aged Mice: A Comparison between Multi-Ingredient Nutraceuticals and Senolytic Interventions",senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Young to aged fecal microbiota transfer reverses hallmarks of the aging gut, eye, and brain",microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide mononucleotide ameliorates adriamycin-induced renal damage by epigenetically suppressing the NMN/NAD consumers mediated by Twist2,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dasatinib and quercetin senolytic treatment delays early onset intervertebral disc degeneration in SM/J mice,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Modulating SASP-Driven Paracrine Effects to Overcome Therapy-Induced Senescence: Senolytic Role of Hesperidin and Quercetin in A549 Lung Cancer Cells,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The gut–brain axis in neurodegenerative disorders: Evaluating the therapeutic potential of probiotic and fecal microbiota transplantation,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Systemic Metabolic Bottlenecks as Constraints on Exercise Responsiveness and Functional Healthspan During Aging,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Gut microbiome composition after multi-donor fecal microbiota transplantation for obesity,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Poly-L-Lactic Acid in Facial Rejuvenation: Volumetric Data Supporting Regenerative Outcomes.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting Cellular Senescence for Healthy Aging: Advances in Senolytics and Senomorphics.,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting Cellular Senescence: Therapeutic Advances in Senolytic and Senomorphic Interventions for Age-Related Pathologies,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Nicotinamide Adenine Dinucleotide (NAD)-Dependent Protein Deacetylase, Sirtuin, as a Biomarker of Healthy Life Expectancy: A Mini- Review",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Crystal structure of human nicotinamide riboside kinase (NRK1) in complex with nicotinamide mononucleotide (NMN),nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Mechanisms under Metformin and Rapamycin as Anti-aging Drugs,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
SENOLYTIC COMBINATION OF DASATINIB AND QUERCETIN: A REVIEW OF PRECLINICAL AND CLINICAL STUDIES,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Riboside Chloride,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Riboside Chloride,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Riboside and NAD+ Decline: Hype vs. Evidence,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Can Stem Cells Reverse Aging?,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Fecal microbiota transplantation and gut microbiome effects on psychiatric illnesses,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Dietary Strategies for Healthy Aging – Caloric Restriction and Beyond,caloric_restriction,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Redox regulation in aging muscles: exercise as a key modulator to combat sarcopenia and frailty.,exercise,healthspan_functional_ageing,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Molecular mechanisms underlying the lifespan and healthspan benefits of dietary restriction across species.,caloric_restriction,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Biohacking the human gut microbiome for precision health and therapeutic innovation.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Examination of shared gut microbiome signatures in aging and Parkinson's disease.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Epigenetic and microbiome responses to greens supplementation in obese older adults: results from a randomized crossover-controlled trial.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Exercise and nutrition as epigenetic regulators of gene expression: an exploratory scoping review with bibliometric analysis.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic Cocktail Dasatinib+Quercetin (D+Q) Does Not Enhance the Efficacy of Senescence-Inducing Chemotherapy in Liver Cancer,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Research advances in exercise management for frail older adults.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Editorial: Integrated strategies for lifelong health: multidimensional approaches to aging and lifestyle interventions.,lifestyle_bundle,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic treatment with dasatinib and quercetin does not improve overall influenza responses in aged mice,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Rapamycin for longevity: the pros, the cons, and future perspectives.",rapamycin_mtor,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Editorial: Spotlight on aging: role of exercise and nutrition in healthy longevity.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Intravenous infusion of nicotinamide adenine dinucleotide (NAD+) versus nicotinamide riboside (NR): a retrospective tolerability pilot study in a real-world setting,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Effects of exercise training on frail older adults with heart failure: a systematic-review.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Practical guidelines for exercise prescription in different clinical populations.,exercise,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Dynamic Oxidative States: Interplay of Aging, Metabolic Stress, and Circadian Rhythms in Modulating Stroke Severity.",sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Nicotinamide, Nicotinamide Riboside and Nicotinic Acid—Emerging Roles in Replicative and Chronological Aging in Yeast",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Enzymatic and Chemical Syntheses of Vacor Analogs of Nicotinamide Riboside, NMN and NAD",nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Pathobiochemistry of Aging and Neurodegeneration: Deregulation of NAD+ Metabolism in Brain Cells.,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Mechanistic Links Between the Gut Microbiome and Longevity Therapeutics.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin for Longevity and Sarcopenia: A Therapeutic Paradox in Aging.,metformin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Rejuvenated Autologous Adult Stem Cells: Emerging Front Runners in the Fight Against Aging and Associated Diseases.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Partial Reprogramming Is Conserved from Insect to Mammal.,reprogramming,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Exploring Senolytic and Senomorphic Properties of Medicinal Plants for Anti-Aging Therapies,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Targeting Cellular Senescence with Liposome-Encapsulated Fisetin: Evidence of Senomorphic Effect,senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Heterogeneity of Cellular Senescence, Senotyping, and Targeting by Senolytics and Senomorphics in Lung Diseases.",senolytics,biological_ageing_biomarker,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Probiotic Modulation in Aging: Strain-Specific Geroprotective Effects in &lt;i&gt;Caenorhabditis elegans&lt;/i&gt;.,microbiome,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Senolytic Treatment Improves Responsiveness to Mechanical Loading in the Skeleton of Aged Mice.,senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Momordica charantia Extract Treatment Extends the Healthy Lifespan of Aging Mice via the Bitter Taste Receptor/mTOR Pathway,rapamycin_mtor,hard_ageing_relevance,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Metformin Regulation of the Liver Circadian Clock and Metabolic Aging: A Systems Modeling Study.,sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
The Molecular Exposome of Visible Age Reversal: From Organ-Skin Axes to Regenerative Aesthetics.,stem_cell,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Nicotinamide Riboside and Dihydronicotinic Acid Riboside Synergistically Increase Intracellular NAD+ by Generating Dihydronicotinamide Riboside,nad_sirtuin,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
Vitamin B3 Ameliorates Sleep Duration and Quality in Clinical and Pre-Clinical Studies.,sleep_circadian,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Endocrine Adaptations to Prolonged Fasting: From Physiology, Clinical Uncertainties, Translational Challenges to Healthspan Implications.",fasting,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
"Beneficial Effects of Fisetin, a Senotherapeutic Compound, in Women's Reproductive Health and Diseases: Evidence from In Vitro to Clinical Studies.",senolytics,surrogate_or_indirect,,,not_extracted_metadata_only,False,Effect sizes not extracted from full text in pilot metadata pass
